,Location,ZIP
644,"(41.9991496, -87.7660485)",60646
645,"(41.9906437, -87.6962041)",60659
646,"(41.7195222, -87.65239419999999)",60643
647,"(41.9116005, -87.73370179999999)",60639
648,"(41.8296803, -87.6712481)",60609
649,"(41.8278556, -87.6776525)",60609
650,"(41.8703954, -87.71853519999999)",60624
651,"(41.7387531, -87.6453401)",60620
652,"(41.7756473, -87.7584057)",60638
653,"(41.662351, -87.55353749999999)",60633
654,"(41.9687002, -87.6966492)",60625
655,"(41.7636438, -87.6489991)",60621
656,"(41.8132768, -87.69924379999999)",60632
657,"(41.9251779, -87.6952498)",60647
658,"(41.84976150000001, -87.6339015)",60616
659,"(41.7804544, -87.7769521)",60638
660,"(41.8049928, -87.6071644)",60615
661,"(41.6863684, -87.63340769999999)",60628
662,"(41.7628279, -87.63769239999999)",60621
663,"(41.9454775, -87.6706494)",60657
664,"(41.9370863, -87.6805212)",60618
665,"(41.8072923, -87.6609932)",60609
666,"(41.8525332, -87.6958882)",60623
667,"(41.75377640000001, -87.7089941)",60652
668,"(41.7919803, -87.72493779999999)",60629
669,"(41.9970869, -87.70534610000001)",60659
670,"(41.7920273, -87.6207767)",60637
671,"(41.92332510000001, -87.7621296)",60639
672,"(41.9026929, -87.72489)",60651
673,"(41.8050726, -87.61805389999999)",60615
674,"(41.7181944, -87.62127720000001)",60619
675,"(41.7749901, -87.6695661)",60636
676,"(41.772516, -87.64029699999999)",60621
677,"(41.7819343, -87.604879)",60637
678,"(41.8569085, -87.671916)",60608
679,"(41.8140265, -87.5953297)",60653
680,"(41.793697, -87.5867468)",60637
681,"(41.7576032, -87.6323572)",60620
682,"(41.9637367, -87.72362799999999)",60625
683,"(41.9661979, -87.7218245)",60625
684,"(41.9422972, -87.65751519999999)",60657
685,"(41.8994959, -87.7562501)",60651
686,"(41.7390058, -87.697062)",60652
687,"(41.9947363, -87.66849959999999)",60660
688,"(41.892661, -87.7741006)",60644
689,"(41.8392179, -87.64083889999999)",60616
690,"(41.80856259999999, -87.7461579)",60638
691,"(41.8076877, -87.6734511)",60609
692,"(41.8069588, -87.67365300000002)",60609
693,"(41.8783168, -87.736047)",60624
694,"(41.7907609, -87.67241890000001)",60636
695,"(41.8159706, -87.6338782)",60609
696,"(41.9586697, -87.71592419999999)",60618
697,"(41.8692274, -87.710009)",60624
698,"(41.8636018, -87.72180999999999)",60623
699,"(41.8796875, -87.6806019)",60612
700,"(41.8796139, -87.64317299999999)",60661
701,"(41.7872259, -87.668464)",60636
702,"(41.9220571, -87.7395626)",60639
703,"(41.7938358, -87.7119563)",60632
704,"(41.7441524, -87.5530386)",60617
705,"(41.86150070000001, -87.7183603)",60623
706,"(41.8620834, -87.72017699999999)",60623
707,"(41.9439797, -87.8277079)",60634
708,"(41.970866, -87.7103849)",60625
709,"(41.970152, -87.658052)",60640
710,"(41.6809259, -87.64743779999999)",60643
711,"(41.7655732, -87.64138129999999)",60621
712,"(41.7542233, -87.60162810000001)",60619
713,"(41.983825, -87.77861899999999)",60646
714,"(41.763423, -87.59940759999999)",60619
715,"(41.7624023, -87.585577)",60649
716,"(41.838398, -87.654055)",60608
717,"(41.8204261, -87.602851)",60653
718,"(41.9884845, -87.7122215)",60659
719,"(41.7588071, -87.5559803)",60649
720,"(41.7936529, -87.64959619999999)",60621
721,"(41.9216453, -87.6850872)",60647
722,"(41.8214902, -87.60770939999999)",60653
723,"(41.8696937, -87.7117741)",60624
724,"(41.81493409999999, -87.6977459)",60632
725,"(41.684637, -87.655811)",60643
726,"(41.9029929, -87.6642454)",60642
727,"(41.8694558, -87.67397659999999)",60612
728,"(41.852127, -87.7104729)",60623
729,"(41.810148, -87.60987500000002)",60653
730,"(41.7933941, -87.64087909999999)",60621
731,"(41.883751, -87.6679178)",60612
732,"(41.7768811, -87.69120120000001)",60629
733,"(41.8756579, -87.7033878)",60612
734,"(41.861877, -87.720512)",60623
735,"(41.96055399999999, -87.6977103)",60618
736,"(41.8040531, -87.6064438)",60615
737,"(41.89354669999999, -87.7599539)",60644
738,"(41.8584975, -87.7084493)",60623
739,"(41.7331395, -87.5677262)",60617
740,"(41.8316338, -87.6788017)",60608
741,"(41.888903, -87.75003099999999)",60644
742,"(41.7805453, -87.71790159999999)",60629
743,"(41.782198, -87.595134)",60637
744,"(41.71417599999999, -87.66787699999999)",60643
745,"(41.8605835, -87.7325458)",60623
746,"(41.7052674, -87.62896119999999)",60628
747,"(41.8380774, -87.6427156)",60616
748,"(41.9066384, -87.70143089999999)",60622
749,"(41.9152275, -87.7012704)",60647
750,"(41.786164, -87.61948799999999)",60637
751,"(41.7120344, -87.66889979999999)",60643
752,"(41.7664033, -87.7191981)",60629
753,"(41.7821436, -87.5872366)",60637
754,"(41.98922150000001, -87.7049399)",60659
755,"(41.9380041, -87.7875509)",60634
756,"(41.9083708, -87.6359598)",60610
757,"(41.735851, -87.5527832)",60617
758,"(41.9863153, -87.8089803)",60631
759,"(41.9507422, -87.7107276)",60618
760,"(41.9534394, -87.7248517)",60618
761,"(42.0086904, -87.6923717)",60645
762,"(41.9929198, -87.7784161)",60646
763,"(41.8799204, -87.6248116)",60602
764,"(41.9828932, -87.84330740000001)",60631
765,"(41.8717354, -87.6832998)",60612
766,"(41.9504273, -87.73052659999999)",60641
767,"(41.7419418, -87.63940989999999)",60620
768,"(41.8159852, -87.6213846)",60653
769,"(41.87476849999999, -87.66111649999999)",60607
770,"(41.7338455, -87.6469571)",60620
771,"(41.9664309, -87.6980445)",60625
772,"(41.8438708, -87.661141)",60608
773,"(41.9390936, -87.67531249999999)",60657
774,"(41.8611098, -87.70341719999999)",60623
775,"(41.9844136, -87.70096590000001)",60659
776,"(41.8570285, -87.6451072)",60616
777,"(41.886112, -87.70418699999999)",60612
778,"(41.858778, -87.64218799999999)",60616
779,"(41.9687027, -87.76276279999999)",60630
780,"(41.922993, -87.7212713)",60647
781,"(41.9005972, -87.6411033)",60610
782,"(41.9656189, -87.721081)",60625
783,"(41.8740779, -87.70217)",60612
784,"(42.00367749999999, -87.708897)",60645
785,"(41.9912637, -87.7099708)",60659
786,"(41.7678338, -87.6675642)",60636
787,"(41.861866, -87.7034175)",60623
788,"(41.8663563, -87.6284735)",60605
789,"(41.8743132, -87.6279679)",60605
790,"(41.9289875, -87.6546221)",60614
791,"(41.7494853, -87.66908699999999)",60620
792,"(42.0170855, -87.67803099999999)",60626
793,"(41.9092512, -87.68409079999999)",60622
794,"(41.864954, -87.654696)",60608
795,"(41.853725, -87.6636381)",60608
796,"(41.70594639999999, -87.65424)",60643
797,"(41.7780209, -87.63434889999999)",60621
798,"(41.8586458, -87.6525551)",60608
799,"(41.94863, -87.66647069999999)",60613
800,"(41.6937764, -87.67716240000001)",60643
801,"(41.803162, -87.590881)",60615
802,"(41.8504537, -87.70459220000001)",60623
803,"(41.9062317, -87.73042769999999)",60651
804,"(41.8648574, -87.73003469999999)",60623
805,"(41.697413, -87.6969168)",60655
806,"(41.8713107, -87.7006143)",60612
807,"(41.7252339, -87.6768077)",60643
808,"(41.8955426, -87.7065492)",60651
809,"(41.9510956, -87.6568135)",60613
810,"(41.8190606, -87.6938068)",60632
811,"(41.8186133, -87.6951172)",60632
812,"(41.928971, -87.7381063)",60639
813,"(41.92722490000001, -87.7360376)",60639
814,"(41.939312, -87.65530299999999)",60657
815,"(41.6871472, -87.68173019999999)",60643
816,"(41.7902256, -87.78031639999999)",60638
817,"(41.8142925, -87.5972855)",60653
818,"(41.6799322, -87.6161269)",60628
819,"(41.93488809999999, -87.73366329999999)",60641
820,"(41.8035048, -87.5900132)",60615
821,"(41.8047591, -87.5943398)",60615
822,"(41.776679, -87.6413967)",60621
823,"(41.890019, -87.76607399999999)",60644
824,"(41.9114723, -87.7275949)",60639
825,"(41.9446117, -87.7394581)",60641
826,"(42.0041902, -87.6684729)",60626
827,"(41.8717523, -87.68962230000001)",60612
828,"(41.7541202, -87.6543617)",60620
829,"(41.8138729, -87.60296009999999)",60653
830,"(41.8878055, -87.7553167)",60644
831,"(41.7902142, -87.77902429999999)",60638
832,"(41.7237047, -87.6390588)",60620
833,"(41.8979858, -87.7469217)",60651
834,"(41.97362469999999, -87.7110707)",60625
835,"(41.7048032, -87.6240471)",60628
836,"(41.9570303, -87.7418483)",60641
837,"(41.9939266, -87.6885398)",60659
838,"(41.9315116, -87.7237361)",60647
839,"(41.7984806, -87.6023927)",60615
840,"(41.7028549, -87.5368764)",60617
841,"(41.8330466, -87.6666722)",60608
842,"(41.7220856, -87.60086989999999)",60619
843,"(41.736052, -87.6663669)",60620
844,"(41.86712319999999, -87.7109965)",60624
845,"(41.90531439999999, -87.7552631)",60651
846,"(41.8994704, -87.6948413)",60622
847,"(41.8378996, -87.61336430000001)",60616
848,"(41.896789, -87.6206212)",60611
849,"(41.9032652, -87.6361178)",60610
850,"(41.9839098, -87.6685299)",60660
851,"(41.94757269999999, -87.6478523)",60613
852,"(41.9552279, -87.6686125)",60613
853,"(41.6958166, -87.65710220000001)",60643
854,"(41.945431, -87.690618)",60618
855,"(42.0016337, -87.67452180000001)",60626
856,"(41.689016, -87.603093)",60628
857,"(41.81005500000001, -87.6722915)",60609
858,"(41.9138171, -87.63804300000001)",60614
859,"(41.861415, -87.709653)",60623
860,"(41.9107716, -87.6312389)",60610
861,"(41.910463, -87.62978690000001)",60610
862,"(41.8546431, -87.69524609999999)",60608
863,"(41.696449, -87.62705679999999)",60628
864,"(41.7760009, -87.75244070000001)",60638
865,"(41.8631549, -87.7132915)",60623
866,"(41.7092873, -87.5665387)",60617
867,"(41.9695232, -87.70005429999999)",60625
868,"(42.0044954, -87.6630931)",60626
869,"(41.8129778, -87.7526003)",60638
870,"(41.888698, -87.77265299999999)",60644
871,"(41.735266, -87.714333)",60652
872,"(41.7753601, -87.7293478)",60629
873,"(41.9830805, -87.70685979999999)",60659
874,"(41.8739211, -87.75558079999999)",60644
875,"(41.7567282, -87.6408135)",60620
876,"(41.9487247, -87.65127)",60613
877,"(41.7466777, -87.6275455)",60620
878,"(41.7503284, -87.64707349999999)",60620
879,"(42.0097216, -87.7044793)",60645
880,"(41.8891912, -87.76334609999999)",60644
881,"(41.9070671, -87.75431859999999)",60651
882,"(41.7972148, -87.6600442)",60609
883,"(41.7821475, -87.5976348)",60637
884,"(41.7651164, -87.6398945)",60621
885,"(41.847536, -87.71156200000001)",60623
886,"(41.8585918, -87.6271587)",60616
887,"(41.9243523, -87.6445328)",60614
888,"(41.9191218, -87.64555089999999)",60614
889,"(41.7834138, -87.6746801)",60636
890,"(41.78208730000001, -87.67215379999999)",60636
891,"(41.9021446, -87.7262842)",60651
892,"(41.9402447, -87.70213559999999)",60618
893,"(41.9747178, -87.6916906)",60625
894,"(41.69208160000001, -87.6797594)",60643
895,"(41.6987467, -87.5302035)",60617
896,"(41.8018799, -87.68150949999999)",60609
897,"(41.8429471, -87.7175044)",60623
898,"(41.8351557, -87.73557369999999)",60623
899,"(41.7225637, -87.5509527)",60617
900,"(41.919018, -87.7482678)",60639
901,"(41.9316111, -87.79638279999999)",60634
902,"(41.8773313, -87.7042877)",60612
903,"(41.9342571, -87.70799070000001)",60618
904,"(41.8571839, -87.71153489999999)",60623
905,"(41.9400535, -87.7242263)",60618
906,"(41.7500187, -87.7067368)",60652
907,"(41.9126297, -87.78426280000001)",60639
908,"(41.7995956, -87.6416314)",60609
909,"(41.9067042, -87.71053189999999)",60651
910,"(41.90920190000001, -87.66477520000001)",60642
911,"(41.90779029999999, -87.6647351)",60642
912,"(42.0069136, -87.6995628)",60645
913,"(41.9972629, -87.7060951)",60659
914,"(41.7129127, -87.5682047)",60617
915,"(41.7925922, -87.64633359999999)",60621
916,"(42.0087052, -87.687484)",60645
917,"(41.9574434, -87.7703645)",60634
918,"(41.735285, -87.7003654)",60652
919,"(41.9552378, -87.646237)",60613
920,"(41.953954, -87.7359769)",60641
921,"(41.7542973, -87.6398482)",60620
922,"(41.934333, -87.77688859999999)",60634
923,"(41.8256695, -87.61439709999999)",60653
924,"(41.841524, -87.7052983)",60623
925,"(41.7600198, -87.5904492)",60619
926,"(41.8727598, -87.7071345)",60624
927,"(41.79545400000001, -87.6345319)",60609
928,"(41.8236861, -87.6074701)",60653
929,"(41.907759, -87.6402971)",60610
930,"(41.8705589, -87.6997119)",60612
931,"(41.6591714, -87.549461)",60633
932,"(41.7488009, -87.5754114)",60617
933,"(41.9187159, -87.71027219999999)",60647
934,"(41.9112273, -87.6909058)",60647
935,"(41.8842896, -87.7394384)",60624
936,"(41.7709745, -87.69251009999999)",60629
937,"(41.901786, -87.6277908)",60611
938,"(41.6848219, -87.72404379999999)",60655
939,"(41.7709893, -87.7030318)",60629
940,"(41.77517719999999, -87.6971257)",60629
941,"(41.7168807, -87.55237699999999)",60617
942,"(41.8790132, -87.70698709999999)",60624
943,"(41.9522637, -87.72047649999999)",60618
944,"(41.7357665, -87.6644002)",60620
945,"(41.939215, -87.652666)",60657
946,"(41.74726099999999, -87.669055)",60620
947,"(41.8564752, -87.73081359999999)",60623
948,"(41.8834826, -87.7285216)",60624
949,"(41.7740245, -87.61549)",60637
950,"(42.0076725, -87.6813073)",60645
951,"(41.9092399, -87.71884899999999)",60651
952,"(41.98791629999999, -87.70114430000001)",60659
953,"(41.8736435, -87.7557412)",60644
954,"(41.9229612, -87.6576992)",60614
955,"(41.9630974, -87.7420401)",60630
956,"(41.8271544, -87.61983459999999)",60653
957,"(41.77270800000001, -87.646416)",60621
958,"(41.7939677, -87.66949509999999)",60609
959,"(41.9146393, -87.7234738)",60647
960,"(41.8303654, -87.6408429)",60609
961,"(41.8420103, -87.70659309999999)",60623
962,"(41.77535839999999, -87.60908169999999)",60637
963,"(41.9711969, -87.6544481)",60640
964,"(41.9705619, -87.6562558)",60640
965,"(41.734354, -87.618014)",60619
966,"(41.7328045, -87.5899013)",60619
967,"(41.8411442, -87.6485994)",60608
968,"(41.8130543, -87.64443709999999)",60609
969,"(41.7677443, -87.6915121)",60629
970,"(41.8289869, -87.6411854)",60609
971,"(41.6983547, -87.7024805)",60655
972,"(41.8237382, -87.6824446)",60609
973,"(41.8230744, -87.6942013)",60632
974,"(41.7353585, -87.5594199)",60617
975,"(41.9681459, -87.6769468)",60640
976,"(41.9834662, -87.6699028)",60660
977,"(41.8747409, -87.73078629999999)",60624
978,"(41.7618091, -87.6285999)",60621
979,"(41.7206681, -87.57287409999999)",60617
980,"(41.9526427, -87.7851891)",60634
981,"(41.9499159, -87.6701562)",60613
982,"(41.94679, -87.7816663)",60634
983,"(41.8183525, -87.6263697)",60609
984,"(41.6694238, -87.6340462)",60628
985,"(41.7646673, -87.6157549)",60619
986,"(41.8409073, -87.71139099999999)",60623
987,"(41.7970054, -87.6780139)",60609
988,"(41.9237493, -87.63938739999999)",60614
989,"(41.7859785, -87.59633269999999)",60637
990,"(41.9442648, -87.7466905)",60641
991,"(41.8635725, -87.7162908)",60623
992,"(41.8838832, -87.6218691)",60601
993,"(41.8704061, -87.65225559999999)",60607
994,"(41.78416, -87.762312)",60638
995,"(41.7311453, -87.5533088)",60617
996,"(41.8086002, -87.6971974)",60632
997,"(41.994761, -87.68183049999999)",60659
998,"(41.8919352, -87.6834926)",60612
999,"(41.777334, -87.59502400000001)",60637
1000,"(41.81419090000001, -87.6164524)",60653
1001,"(41.9295238, -87.71908289999999)",60647
1002,"(41.8646238, -87.6669594)",60608
1003,"(41.9249831, -87.665897)",60614
1004,"(41.7736759, -87.6896336)",60629
1005,"(41.9141528, -87.7178741)",60647
1006,"(42.0021942, -87.8184285)",60631
1007,"(41.8780522, -87.7527466)",60644
1008,"(41.9130714, -87.69633499999999)",60647
1009,"(41.7896317, -87.6545847)",60621
1010,"(41.7413469, -87.6396041)",60620
1011,"(41.6915158, -87.6756351)",60643
1012,"(41.6919264, -87.66576959999999)",60643
1013,"(41.7840429, -87.6880979)",60629
1014,"(41.8890389, -87.704657)",60612
1015,"(41.712273, -87.716352)",60617
1016,"(41.77866119999999, -87.589582)",60637
1017,"(41.6913567, -87.71420309999999)",60655
1018,"(41.9213743, -87.7224669)",60647
1019,"(41.9176511, -87.7235197)",60647
1020,"(41.9402051, -87.64756849999999)",60657
1021,"(41.6960718, -87.7052305)",60655
1022,"(41.702288, -87.6483837)",60643
1023,"(41.7610725, -87.58478989999999)",60649
1024,"(41.837083, -87.667485)",60608
1025,"(41.9878081, -87.8033045)",60631
1026,"(41.7017894, -87.6869124)",60655
1027,"(41.9497364, -87.7170874)",60618
1028,"(41.7610873, -87.667889)",60636
1029,"(41.7980014, -87.5934479)",60615
1030,"(41.9928646, -87.805627)",60631
1031,"(41.7660312, -87.57982419999999)",60649
1032,"(41.8920702, -87.7472655)",60644
1033,"(41.8526024, -87.6292349)",60616
1034,"(41.7692066, -87.6909357)",60629
1035,"(41.9036803, -87.664261)",60642
1036,"(41.89539, -87.6611199)",60642
1037,"(41.92765199999999, -87.70202599999999)",60647
1038,"(41.7386141, -87.62057639999999)",60619
1039,"(41.9373001, -87.70181579999999)",60618
1040,"(41.94155569999999, -87.6451008)",60657
1041,"(42.0073304, -87.67269619999999)",60626
1042,"(41.9586877, -87.7957466)",60634
1043,"(41.922026, -87.785743)",60639
1044,"(41.914397, -87.6465655)",60614
1045,"(41.7353662, -87.67144789999999)",60620
1046,"(41.7980245, -87.5923096)",60615
1047,"(41.7844599, -87.6478959)",60621
1048,"(41.7981868, -87.68941559999999)",60632
1049,"(41.861065, -87.723445)",60623
1050,"(41.91952149999999, -87.7309143)",60639
1051,"(41.9062393, -87.7300539)",60651
1052,"(41.7640694, -87.6024357)",60619
1053,"(41.8952034, -87.664611)",60642
1054,"(41.8824143, -87.62724879999999)",60602
1055,"(41.89518580000001, -87.718132)",60651
1056,"(41.9000176, -87.6627352)",60642
1057,"(41.9305329, -87.65343399999999)",60614
1058,"(41.7977577, -87.78857459999999)",60638
1059,"(41.9389496, -87.7545167)",60641
1060,"(41.9734347, -87.7420959)",60630
1061,"(41.9619799, -87.70763199999999)",60625
1062,"(41.9763222, -87.69919209999999)",60625
1063,"(41.9833796, -87.72158879999999)",60659
1064,"(41.9126532, -87.73538669999999)",60639
1065,"(41.9812798, -87.7078105)",60625
1066,"(41.9025344, -87.7537794)",60651
1067,"(41.9211098, -87.7578772)",60639
1068,"(41.98662270000001, -87.79342799999999)",60631
1069,"(41.9900076, -87.80448489999999)",60631
1070,"(41.9892412, -87.8026524)",60631
1071,"(41.777082, -87.79858899999999)",60638
1072,"(41.9365175, -87.7952629)",60634
1073,"(41.721005, -87.6485124)",60643
1074,"(41.7222606, -87.65065799999999)",60620
1075,"(41.8249607, -87.60390439999999)",60653
1076,"(41.776153, -87.680634)",60636
1077,"(41.8746515, -87.6865777)",60612
1078,"(41.7750512, -87.6553561)",60636
1079,"(41.8888235, -87.6203965)",60611
1080,"(41.7547862, -87.64596929999999)",60620
1081,"(41.742683, -87.6692724)",60620
1082,"(41.8915896, -87.7443417)",60644
1083,"(41.8921082, -87.7247632)",60624
1084,"(41.7686287, -87.57317309999999)",60649
1085,"(41.8610023, -87.6244461)",60605
1086,"(41.9993519, -87.81517430000001)",60631
1087,"(41.99379039999999, -87.7931364)",60631
1088,"(41.9782824, -87.8144555)",60656
1089,"(41.9787093, -87.8123964)",60656
1090,"(41.8579753, -87.6750643)",60608
1091,"(41.8943307, -87.726035)",60624
1092,"(41.8941496, -87.72646209999999)",60624
1093,"(41.8382715, -87.71769139999999)",60623
1094,"(41.8926537, -87.66555149999999)",60642
1095,"(41.7741847, -87.67533379999999)",60636
1096,"(41.7156226, -87.56716569999999)",60617
1097,"(41.9258244, -87.7210058)",60647
1098,"(41.7304119, -87.5459182)",60617
1099,"(41.8525159, -87.7151457)",60623
1100,"(41.9664797, -87.6688298)",60640
1101,"(41.8504839, -87.7025043)",60623
1102,"(41.85084430000001, -87.7018839)",60623
1103,"(41.65369740000001, -87.6049453)",60827
1104,"(41.8051053, -87.7521354)",60638
1105,"(41.9618289, -87.7576867)",60630
1106,"(41.9432242, -87.8065994)",60634
1107,"(41.80548570000001, -87.6203386)",60615
1108,"(41.8047037, -87.6210882)",60615
1109,"(41.7429177, -87.7052807)",60652
1110,"(41.7352636, -87.5732451)",60617
1111,"(41.6677891, -87.62230009999999)",60628
1112,"(41.9187998, -87.64668909999999)",60614
1113,"(41.8051666, -87.6624487)",60609
1114,"(42.0118136, -87.6677248)",60626
1115,"(41.8510657, -87.7169435)",60623
1116,"(41.97296, -87.7386609)",60630
1117,"(41.6926437, -87.6182275)",60628
1118,"(41.766664, -87.61128910000001)",60637
1119,"(41.7775899, -87.593442)",60637
1120,"(41.7466134, -87.64391309999999)",60620
1121,"(41.9073095, -87.6885435)",60622
1122,"(41.9025543, -87.7339523)",60651
1123,"(41.749023, -87.62245899999999)",60619
1124,"(41.797627, -87.645662)",60609
1125,"(41.8749169, -87.7059695)",60624
1126,"(41.8964214, -87.7107745)",60651
1127,"(41.7941021, -87.6597424)",60636
1128,"(41.81924069999999, -87.633313)",60609
1129,"(41.98926609999999, -87.6597274)",60660
1130,"(41.7912594, -87.73696989999999)",60629
1131,"(41.8624923, -87.70689259999999)",60623
1132,"(41.7711749, -87.73950409999999)",60629
1133,"(41.8790539, -87.68723210000002)",60612
1134,"(41.7063698, -87.5292697)",60617
1135,"(41.8711594, -87.72282229999999)",60624
1136,"(41.733697, -87.541972)",60617
1137,"(41.8936415, -87.6419353)",60654
1138,"(41.9146169, -87.6680129)",60622
1139,"(41.863955, -87.622017)",60605
1140,"(41.9074835, -87.7179382)",60651
1141,"(41.8694047, -87.71376409999999)",60624
1142,"(41.8443995, -87.66634669999999)",60608
1143,"(42.0225303, -87.6754558)",60626
1144,"(41.853935, -87.71274299999999)",60623
1145,"(41.898361, -87.67378699999999)",60622
1146,"(41.957339, -87.665275)",60613
1147,"(41.7816817, -87.6289278)",60621
1148,"(41.7778584, -87.73523379999999)",60629
1149,"(41.91261009999999, -87.6821397)",60647
1150,"(41.8368229, -87.68573909999999)",60608
1151,"(41.84256269999999, -87.6463998)",60608
1152,"(41.820137, -87.6001556)",60653
1153,"(41.9861619, -87.72679190000001)",60646
1154,"(41.916011, -87.6488839)",60614
1155,"(41.9070604, -87.6627099)",60642
1156,"(41.9978536, -87.70934629999999)",60645
1157,"(41.87979929999999, -87.6508049)",60607
1158,"(41.8858918, -87.6175994)",60601
1159,"(41.8577974, -87.6192481)",60616
1160,"(41.7056605, -87.5644683)",60617
1161,"(41.9285849, -87.69069119999999)",60647
1162,"(41.913916, -87.704808)",60647
1163,"(41.9526158, -87.71901040000002)",60618
1164,"(41.9290862, -87.6482187)",60614
1165,"(41.7708441, -87.63258569999999)",60621
1166,"(41.8012712, -87.6326036)",60609
1167,"(41.7688995, -87.5833047)",60649
1168,"(41.94095739999999, -87.7232484)",60618
1169,"(41.938599, -87.74456599999999)",60641
1170,"(42.009047, -87.67988079999999)",60626
1171,"(41.7871479, -87.7324652)",60629
1172,"(41.9000051, -87.6643363)",60642
1173,"(41.7882691, -87.7193163)",60629
1174,"(41.9832437, -87.6669158)",60660
1175,"(41.858343, -87.72183509999999)",60623
1176,"(41.8556707, -87.6581867)",60608
1177,"(41.7745562, -87.6281309)",60621
1178,"(41.8563951, -87.6293257)",60616
1179,"(41.8280915, -87.6243605)",60653
1180,"(41.9816988, -87.71283419999999)",60625
1181,"(41.8243586, -87.61980059999999)",60653
1182,"(41.9003237, -87.7319285)",60651
1183,"(41.8525261, -87.6837986)",60608
1184,"(41.7198078, -87.537708)",60617
1185,"(41.9598685, -87.6777968)",60613
1186,"(41.8590606, -87.66313579999999)",60608
1187,"(41.7223272, -87.5657341)",60617
1188,"(41.83708499999999, -87.729384)",60623
1189,"(41.7406771, -87.6084994)",60619
1190,"(41.6901343, -87.6737308)",60643
1191,"(41.8604424, -87.69262549999999)",60608
1192,"(41.8725092, -87.76359540000001)",60644
1193,"(41.9987454, -87.7976668)",60631
1194,"(41.7564966, -87.6350873)",60620
1195,"(41.7025584, -87.6062913)",60628
1196,"(41.89230209999999, -87.7080876)",60624
1197,"(41.8559749, -87.7032363)",60623
1198,"(41.82053760000001, -87.619897)",60653
1199,"(41.955369, -87.76358929999999)",60641
1200,"(41.9573481, -87.76102259999999)",60641
1201,"(41.9461521, -87.7607189)",60641
1202,"(42.0152079, -87.6780895)",60626
1203,"(41.76051349999999, -87.5568043)",60649
1204,"(41.7800245, -87.6028779)",60637
1205,"(41.92909239999999, -87.6691774)",60614
1206,"(41.8154658, -87.6036355)",60653
1207,"(41.9068861, -87.6780938)",60622
1208,"(41.9150409, -87.6535746)",60614
1209,"(41.8099431, -87.5996084)",60653
1210,"(41.902656, -87.66338760000001)",60642
1211,"(41.694579, -87.6692769)",60643
1212,"(41.9194202, -87.7618468)",60639
1213,"(41.8789685, -87.7156679)",60624
1214,"(41.9656465, -87.7727431)",60630
1215,"(41.9026807, -87.6959923)",60622
1216,"(41.9068649, -87.66348149999999)",60622
1217,"(41.918734, -87.68377149999999)",60647
1218,"(41.6884931, -87.60942)",60628
1219,"(41.692623, -87.60988549999999)",60628
1220,"(41.9947039, -87.74496540000001)",60646
1221,"(41.9639251, -87.6891321)",60625
1222,"(41.7629337, -87.71804279999999)",60629
1223,"(41.995351, -87.770511)",60646
1224,"(41.7611516, -87.6044715)",60619
1225,"(41.7502378, -87.7294483)",60652
1226,"(41.760634, -87.67637959999999)",60636
1227,"(41.9608864, -87.67128009999999)",60613
1228,"(41.9625873, -87.68030999999999)",60625
1229,"(41.96530569999999, -87.7001396)",60625
1230,"(41.7921768, -87.5943863)",60637
1231,"(41.8045435, -87.60508349999999)",60615
1232,"(41.7786152, -87.63556349999999)",60621
1233,"(41.9412895, -87.71928129999999)",60618
1234,"(41.94260209999999, -87.7690709)",60634
1235,"(41.7506564, -87.6560816)",60620
1236,"(41.7496041, -87.6149334)",60619
1237,"(41.9373329, -87.6995709)",60618
1238,"(41.9910221, -87.8154417)",60631
1239,"(41.7237415, -87.6283595)",60620
1240,"(41.7645637, -87.60011539999999)",60619
1241,"(41.9536443, -87.692032)",60618
1242,"(41.8567231, -87.6476978)",60608
1243,"(41.8027209, -87.6619295)",60609
1244,"(41.7184862, -87.6687121)",60643
1245,"(41.70606, -87.6844778)",60655
1246,"(41.7207994, -87.6675837)",60643
1247,"(41.9237377, -87.78528759999999)",60639
1248,"(41.9739812, -87.7019591)",60625
1249,"(41.8887632, -87.6179124)",60611
1250,"(41.971556, -87.7600498)",60630
1251,"(41.7702519, -87.6368723)",60621
1252,"(41.7263195, -87.6343557)",60620
1253,"(41.817471, -87.598843)",60653
1254,"(42.0152834, -87.6964435)",60645
1255,"(41.9804465, -87.67506639999999)",60640
1256,"(41.9721325, -87.7035983)",60625
1257,"(41.8683711, -87.6299243)",60605
1258,"(41.9650389, -87.7144907)",60625
1259,"(41.9885028, -87.7858067)",60646
1260,"(41.69725589999999, -87.6311154)",60628
1261,"(41.759108, -87.57575)",60649
1262,"(41.7844236, -87.6236972)",60637
1263,"(41.684903, -87.5373153)",60617
1264,"(41.8835997, -87.66935699999999)",60612
1265,"(41.7519718, -87.6177101)",60619
1266,"(41.8479002, -87.6812235)",60608
1267,"(41.8746088, -87.68006700000001)",60612
1268,"(41.7443673, -87.54979709999999)",60617
1269,"(41.9208169, -87.7971244)",60707
1270,"(41.7352668, -87.63950109999999)",60620
1271,"(41.8930604, -87.7191745)",60624
1272,"(41.9072003, -87.6828914)",60622
1273,"(41.9456522, -87.7028816)",60618
1274,"(41.721227, -87.55264299999999)",60617
1275,"(41.9959854, -87.6560149)",60660
1276,"(41.880439, -87.6880353)",60612
1277,"(41.8875685, -87.71362649999999)",60624
1278,"(41.9015633, -87.63382)",60610
