Latitude,Location,Longitude,ZIP
41.866257378,"(41.866257378, -87.72687882)",-87.72687882,60624
41.780056986999995,"(41.780056986999995, -87.61975472)",-87.61975472,60637
41.736987090999996,"(41.736987090999996, -87.572901178)",-87.572901178,60617
41.779297609000004,"(41.779297609000004, -87.615749875)",-87.615749875,60637
41.938805468000005,"(41.938805468000005, -87.668778779)",-87.668778779,60657
41.835958018,"(41.835958018, -87.668790267)",-87.668790267,60608
41.792519997,"(41.792519997, -87.70367640299999)",-87.70367640299999,60629
41.793392372,"(41.793392372, -87.704348421)",-87.704348421,60632
41.793614646,"(41.793614646, -87.704170355)",-87.704170355,60632
41.909745674,"(41.909745674, -87.728563295)",-87.728563295,60639
41.913374831,"(41.913374831, -87.7265886)",-87.7265886,60639
41.909972425,"(41.909972425, -87.72805041)",-87.72805041,60639
41.7217117,"(41.7217117, -87.62223329999999)", -87.62223329999999,60619
41.880139,"(41.880139, -87.7421358)", -87.7421358,60644
41.795957,"(41.795957, -87.626323)", -87.626323,60609
41.6884623,"(41.6884623, -87.6558601)", -87.6558601,60643
41.7575678,"(41.7575678, -87.5992536)", -87.5992536,60619
41.9164818,"(41.9164818, -87.6550877)", -87.6550877,60614
41.6985287,"(41.6985287, -87.53319479999999)", -87.53319479999999,60617
41.8629807,"(41.8629807, -87.6596682)", -87.6596682,60608
41.9421323,"(41.9421323, -87.6914608)", -87.6914608,60618
41.730453,"(41.730453, -87.6679606)", -87.6679606,60620
41.93397239999999,"(41.93397239999999, -87.6558124)", -87.6558124,60657
41.7660249,"(41.7660249, -87.5692242)", -87.5692242,60649
41.918921,"(41.918921, -87.776404)", -87.776404,60639
41.8278882,"(41.8278882, -87.6329602)", -87.6329602,60609
41.9242896,"(41.9242896, -87.76403359999999)", -87.76403359999999,60639
41.8002895,"(41.8002895, -87.5849758)", -87.5849758,60615
41.8859035,"(41.8859035, -87.7154043)", -87.7154043,60624
41.9733858,"(41.9733858, -87.71350439999999)", -87.71350439999999,60625
41.9711021,"(41.9711021, -87.7094221)", -87.7094221,60625
41.9296481,"(41.9296481, -87.6459706)", -87.6459706,60614
41.6574136,"(41.6574136, -87.6074687)", -87.6074687,60827
41.9351308,"(41.9351308, -87.6952606)", -87.6952606,60618
41.6841712,"(41.6841712, -87.677566)", -87.677566,60643
41.9036405,"(41.9036405, -87.76667119999999)", -87.76667119999999,60651
41.8747358,"(41.8747358, -87.693715)", -87.693715,60612
41.7649924,"(41.7649924, -87.65798830000001)", -87.65798830000001,60636
41.9161874,"(41.9161874, -87.72246299999999)", -87.72246299999999,60647
41.9133813,"(41.9133813, -87.78027480000002)", -87.78027480000002,60639
41.9750909,"(41.9750909, -87.6803091)", -87.6803091,60625
41.8083167,"(41.8083167, -87.5922259)", -87.5922259,60615
41.9024109,"(41.9024109, -87.67430440000001)", -87.67430440000001,60622
41.8268008,"(41.8268008, -87.6204427)", -87.6204427,60653
41.77816680000001,"(41.77816680000001, -87.6822552)", -87.6822552,60636
41.9770899,"(41.9770899, -87.669264)", -87.669264,60640
41.918509,"(41.918509, -87.6602796)", -87.6602796,60614
41.6922803,"(41.6922803, -87.5319701)", -87.5319701,60617
41.9379315,"(41.9379315, -87.72677089999999)", -87.72677089999999,60641
41.9660193,"(41.9660193, -87.6521886)", -87.6521886,60640
41.6916659,"(41.6916659, -87.6083809)", -87.6083809,60628
41.80400969999999,"(41.80400969999999, -87.7357124)", -87.7357124,60632
41.8109791,"(41.8109791, -87.59842119999999)", -87.59842119999999,60653
41.8340484,"(41.8340484, -87.6500959)", -87.6500959,60608
41.83417439999999,"(41.83417439999999, -87.6350089)", -87.6350089,60616
41.8356259,"(41.8356259, -87.6490097)", -87.6490097,60608
41.814061,"(41.814061, -87.6109949)", -87.6109949,60653
42.0111743,"(42.0111743, -87.68441969999999)", -87.68441969999999,60645
41.8735966,"(41.8735966, -87.7592027)", -87.7592027,60644
41.8722099,"(41.8722099, -87.6588229)", -87.6588229,60607
41.7418901,"(41.7418901, -87.7099618)", -87.7099618,60652
41.7421401,"(41.7421401, -87.7067141)", -87.7067141,60652
41.7400343,"(41.7400343, -87.6009832)", -87.6009832,60619
41.9688535,"(41.9688535, -87.74817329999999)", -87.74817329999999,60630
41.8172197,"(41.8172197, -87.6246682)", -87.6246682,60653
41.9664747,"(41.9664747, -87.6558529)", -87.6558529,60640
41.9467205,"(41.9467205, -87.7169804)", -87.7169804,60618
41.753072,"(41.753072, -87.63495499999999)", -87.63495499999999,60620
41.9453833,"(41.9453833, -87.6811506)", -87.6811506,60618
41.8988393,"(41.8988393, -87.7367908)", -87.7367908,60651
41.8879961,"(41.8879961, -87.7739753)", -87.7739753,60644
41.8951818,"(41.8951818, -87.76033509999999)", -87.76033509999999,60651
41.9759391,"(41.9759391, -87.7789081)", -87.7789081,60630
41.88500440000001,"(41.88500440000001, -87.76249279999999)", -87.76249279999999,60644
41.888194,"(41.888194, -87.76577909999999)", -87.76577909999999,60644
41.7437383,"(41.7437383, -87.5941856)", -87.5941856,60619
41.7485226,"(41.7485226, -87.5912872)", -87.5912872,60619
41.9351698,"(41.9351698, -87.70871489999999)", -87.70871489999999,60618
41.9412821,"(41.9412821, -87.71524649999999)", -87.71524649999999,60618
41.7707098,"(41.7707098, -87.7395655)", -87.7395655,60629
41.8044432,"(41.8044432, -87.6575739)", -87.6575739,60609
41.9900488,"(41.9900488, -87.71312329999999)", -87.71312329999999,60659
41.7731916,"(41.7731916, -87.63682109999999)", -87.63682109999999,60621
41.90948179999999,"(41.90948179999999, -87.7785488)", -87.7785488,60639
41.8472192,"(41.8472192, -87.680601)", -87.680601,60608
41.870131,"(41.870131, -87.6971349)", -87.6971349,60612
41.7031778,"(41.7031778, -87.6708424)", -87.6708424,60643
41.705373,"(41.705373, -87.65851459999999)", -87.65851459999999,60643
41.8521615,"(41.8521615, -87.67688299999999)", -87.67688299999999,60608
41.9326996,"(41.9326996, -87.73987790000001)", -87.73987790000001,60641
41.75460959999999,"(41.75460959999999, -87.67149739999999)", -87.67149739999999,60620
41.774826,"(41.774826, -87.65379779999999)", -87.65379779999999,60621
41.9581759,"(41.9581759, -87.7026015)", -87.7026015,60618
41.9164587,"(41.9164587, -87.6417884)", -87.6417884,60614
41.6996246,"(41.6996246, -87.6712012)", -87.6712012,60643
41.9699408,"(41.9699408, -87.790275)", -87.790275,60706
41.7990167,"(41.7990167, -87.6248351)", -87.6248351,60615
41.9720396,"(41.9720396, -87.75681850000001)", -87.75681850000001,60630
41.782694,"(41.782694, -87.59165899999999)", -87.59165899999999,60637
41.8092041,"(41.8092041, -87.62715899999999)", -87.62715899999999,60609
41.8851078,"(41.8851078, -87.70488879999999)", -87.70488879999999,60612
41.912869,"(41.912869, -87.7239692)", -87.7239692,60647
41.958895,"(41.958895, -87.733679)", -87.733679,60641
41.9352459,"(41.9352459, -87.7960202)", -87.7960202,60634
41.9494917,"(41.9494917, -87.6865742)", -87.6865742,60618
41.924838,"(41.924838, -87.77026599999999)", -87.77026599999999,60639
41.71052479999999,"(41.71052479999999, -87.6169857)", -87.6169857,60628
41.9511593,"(41.9511593, -87.6475437)", -87.6475437,60613
41.7330945,"(41.7330945, -87.5555985)", -87.5555985,60617
41.8829556,"(41.8829556, -87.73127629999999)", -87.73127629999999,60624
42.0052347,"(42.0052347, -87.69231599999999)", -87.69231599999999,60645
41.8703061,"(41.8703061, -87.7023)", -87.7023,60612
41.7082007,"(41.7082007, -87.68315729999999)", -87.68315729999999,60655
41.7232858,"(41.7232858, -87.661833)", -87.661833,60620
41.713303,"(41.713303, -87.6679798)", -87.6679798,60643
41.892473,"(41.892473, -87.66381439999999)", -87.66381439999999,60642
41.8127769,"(41.8127769, -87.61524299999999)", -87.61524299999999,60653
41.7922491,"(41.7922491, -87.5932457)", -87.5932457,60637
41.729207,"(41.729207, -87.5763834)", -87.5763834,60617
41.9228767,"(41.9228767, -87.751605)", -87.751605,60639
41.6847207,"(41.6847207, -87.6670141)", -87.6670141,60643
41.9509477,"(41.9509477, -87.6650058)", -87.6650058,60613
41.7763365,"(41.7763365, -87.789709)", -87.789709,60638
41.7067469,"(41.7067469, -87.6328467)", -87.6328467,60628
41.9950262,"(41.9950262, -87.7053763)", -87.7053763,60659
41.7487644,"(41.7487644, -87.7206719)", -87.7206719,60652
41.6919429,"(41.6919429, -87.67093969999999)", -87.67093969999999,60643
41.8699144,"(41.8699144, -87.717038)", -87.717038,60624
41.7657146,"(41.7657146, -87.6534178)", -87.6534178,60621
41.7884892,"(41.7884892, -87.65648929999999)", -87.65648929999999,60636
42.0039664,"(42.0039664, -87.6979523)", -87.6979523,60645
41.83923069999999,"(41.83923069999999, -87.65377289999999)", -87.65377289999999,60608
41.773573,"(41.773573, -87.5984797)", -87.5984797,60637
41.7611357,"(41.7611357, -87.57607039999999)", -87.57607039999999,60649
41.7344345,"(41.7344345, -87.55750069999999)", -87.55750069999999,60617
41.71809710000001,"(41.71809710000001, -87.5643236)", -87.5643236,60617
41.7548658,"(41.7548658, -87.55777669999999)", -87.55777669999999,60649
41.7270772,"(41.7270772, -87.654913)", -87.654913,60620
41.941243,"(41.941243, -87.699535)", -87.699535,60618
41.9600422,"(41.9600422, -87.6492392)", -87.6492392,60613
41.931012,"(41.931012, -87.69604269999999)", -87.69604269999999,60647
41.9794596,"(41.9794596, -87.8434879)", -87.8434879,60656
41.949675,"(41.949675, -87.7989339)", -87.7989339,60634
41.8266894,"(41.8266894, -87.6426221)", -87.6426221,60609
41.6997402,"(41.6997402, -87.5623159)", -87.5623159,60617
41.8297016,"(41.8297016, -87.69833779999999)", -87.69833779999999,60632
41.8239989,"(41.8239989, -87.6918618)", -87.6918618,60632
41.9975768,"(41.9975768, -87.70471859999999)", -87.70471859999999,60659
41.9800704,"(41.9800704, -87.6599888)", -87.6599888,60640
41.9628196,"(41.9628196, -87.66097769999999)", -87.66097769999999,60640
41.81982929999999,"(41.81982929999999, -87.6269947)", -87.6269947,60609
41.8119775,"(41.8119775, -87.5993191)", -87.5993191,60653
42.0092711,"(42.0092711, -87.80667)", -87.80667,60631
41.6941384,"(41.6941384, -87.6158444)", -87.6158444,60628
41.7110849,"(41.7110849, -87.71997309999999)", -87.71997309999999,60655
41.7383971,"(41.7383971, -87.6086796)", -87.6086796,60619
41.6648631,"(41.6648631, -87.6386967)", -87.6386967,60628
41.882633,"(41.882633, -87.6705831)", -87.6705831,60612
41.7715893,"(41.7715893, -87.62140649999999)", -87.62140649999999,60637
41.897163,"(41.897163, -87.76606400000001)", -87.76606400000001,60651
41.9840401,"(41.9840401, -87.72845509999999)", -87.72845509999999,60646
41.7270568,"(41.7270568, -87.5645093)", -87.5645093,60617
41.815197,"(41.815197, -87.617955)", -87.617955,60653
41.9753187,"(41.9753187, -87.6968823)", -87.6968823,60625
41.9586072,"(41.9586072, -87.65656129999999)", -87.65656129999999,60613
41.9631994,"(41.9631994, -87.6988393)", -87.6988393,60625
41.7751925,"(41.7751925, -87.6637097)", -87.6637097,60636
41.9176413,"(41.9176413, -87.7818119)", -87.7818119,60639
41.7206139,"(41.7206139, -87.5772594)", -87.5772594,60617
41.7968952,"(41.7968952, -87.6160225)", -87.6160225,60615
41.9380894,"(41.9380894, -87.66983049999999)", -87.66983049999999,60657
41.7240178,"(41.7240178, -87.5972623)", -87.5972623,60619
41.7288177,"(41.7288177, -87.60766)", -87.60766,60619
41.91212700000001,"(41.91212700000001, -87.6686796)", -87.6686796,60622
41.8288647,"(41.8288647, -87.69269919999999)", -87.69269919999999,60632
41.9723622,"(41.9723622, -87.65490199999999)", -87.65490199999999,60640
41.7986855,"(41.7986855, -87.59662580000001)", -87.59662580000001,60615
41.7948196,"(41.7948196, -87.79101759999999)", -87.79101759999999,60638
41.9918762,"(41.9918762, -87.69980079999999)", -87.69980079999999,60659
41.9904941,"(41.9904941, -87.65483139999999)", -87.65483139999999,60660
41.8974793,"(41.8974793, -87.72210830000002)", -87.72210830000002,60651
41.7392845,"(41.7392845, -87.5815346)", -87.5815346,60617
41.8781359,"(41.8781359, -87.6975332)", -87.6975332,60612
41.9517076,"(41.9517076, -87.6970874)", -87.6970874,60618
41.8245538,"(41.8245538, -87.71140009999999)", -87.71140009999999,60632
41.7459618,"(41.7459618, -87.6515055)", -87.6515055,60620
41.7178298,"(41.7178298, -87.5306437)", -87.5306437,60617
41.9040722,"(41.9040722, -87.7182183)", -87.7182183,60651
41.93535929999999,"(41.93535929999999, -87.7703738)", -87.7703738,60634
41.842111,"(41.842111, -87.6657575)", -87.6657575,60608
41.80465239999999,"(41.80465239999999, -87.5900906)", -87.5900906,60615
41.94792899999999,"(41.94792899999999, -87.829899)", -87.829899,60634
41.7368137,"(41.7368137, -87.57774789999999)", -87.57774789999999,60617
41.84843499999999,"(41.84843499999999, -87.71559719999999)", -87.71559719999999,60623
41.8477075,"(41.8477075, -87.7152998)", -87.7152998,60623
41.93175859999999,"(41.93175859999999, -87.67048679999999)", -87.67048679999999,60614
41.9820411,"(41.9820411, -87.77399489999999)", -87.77399489999999,60630
41.9985201,"(41.9985201, -87.7631388)", -87.7631388,60646
41.9745965,"(41.9745965, -87.6608776)", -87.6608776,60640
41.7835894,"(41.7835894, -87.5910163)", -87.5910163,60637
41.78166299999999,"(41.78166299999999, -87.650565)", -87.650565,60621
41.8939416,"(41.8939416, -87.6587921)", -87.6587921,60642
41.7421281,"(41.7421281, -87.6968203)", -87.6968203,60652
41.793112,"(41.793112, -87.687934)", -87.687934,60629
41.79001179999999,"(41.79001179999999, -87.6223529)", -87.6223529,60637
41.6558488,"(41.6558488, -87.5986161)", -87.5986161,60827
42.3327874,"(42.3327874, -87.8636813)", -87.8636813,60064
41.653157,"(41.653157, -87.6009888)", -87.6009888,60827
41.90404179999999,"(41.90404179999999, -87.71457550000001)", -87.71457550000001,60651
41.6875193,"(41.6875193, -87.70396290000001)", -87.70396290000001,60655
41.8455403,"(41.8455403, -87.71514309999999)", -87.71514309999999,60623
41.814104,"(41.814104, -87.72782099999999)", -87.72782099999999,60632
41.8832454,"(41.8832454, -87.6993324)", -87.6993324,60612
41.9078693,"(41.9078693, -87.6358492)", -87.6358492,60610
41.9786773,"(41.9786773, -87.6578954)", -87.6578954,60640
41.9920952,"(41.9920952, -87.7985949)", -87.7985949,60631
41.89431820000001,"(41.89431820000001, -87.71627339999999)", -87.71627339999999,60624
41.954629,"(41.954629, -87.6572544)", -87.6572544,60613
41.8661963,"(41.8661963, -87.6951283)", -87.6951283,60608
41.8173018,"(41.8173018, -87.5993836)", -87.5993836,60653
41.9750319,"(41.9750319, -87.6842531)", -87.6842531,60625
41.918172,"(41.918172, -87.6942832)", -87.6942832,60647
41.9678729,"(41.9678729, -87.6693414)", -87.6693414,60640
41.8073824,"(41.8073824, -87.6657907)", -87.6657907,60609
42.01531689999999,"(42.01531689999999, -87.700188)", -87.700188,60645
41.7677341,"(41.7677341, -87.58902479999999)", -87.58902479999999,60637
41.9393428,"(41.9393428, -87.6834526)", -87.6834526,60618
41.9430077,"(41.9430077, -87.77735589999999)", -87.77735589999999,60634
41.8965186,"(41.8965186, -87.6531728)", -87.6531728,60642
41.6913273,"(41.6913273, -87.71612239999999)", -87.71612239999999,60655
41.8256821,"(41.8256821, -87.6675037)", -87.6675037,60609
41.93177379999999,"(41.93177379999999, -87.7546083)", -87.7546083,60639
41.9845136,"(41.9845136, -87.7287498)", -87.7287498,60646
41.9442229,"(41.9442229, -87.64263179999999)", -87.64263179999999,60657
41.8701894,"(41.8701894, -87.6805182)", -87.6805182,60612
41.92249839999999,"(41.92249839999999, -87.68083229999999)", -87.68083229999999,60647
41.7203832,"(41.7203832, -87.655901)", -87.655901,60643
41.9908915,"(41.9908915, -87.72756849999999)", -87.72756849999999,60659
41.6844598,"(41.6844598, -87.6167782)", -87.6167782,60628
41.7834911,"(41.7834911, -87.62153200000002)", -87.62153200000002,60637
41.9217723,"(41.9217723, -87.7765625)", -87.7765625,60639
41.8778555,"(41.8778555, -87.6991705)", -87.6991705,60612
41.8771777,"(41.8771777, -87.7516546)", -87.7516546,60644
41.8672328,"(41.8672328, -87.6724245)", -87.6724245,60608
42.0129142,"(42.0129142, -87.6746679)", -87.6746679,60626
41.8301051,"(41.8301051, -87.6189808)", -87.6189808,60653
41.7669482,"(41.7669482, -87.62223469999999)", -87.62223469999999,60637
41.7689197,"(41.7689197, -87.6563164)", -87.6563164,60636
41.8808261,"(41.8808261, -87.65001889999999)", -87.65001889999999,60607
41.7384975,"(41.7384975, -87.5725195)", -87.5725195,60617
42.0016472,"(42.0016472, -87.6637475)", -87.6637475,60626
41.8652136,"(41.8652136, -87.7254663)", -87.7254663,60623
41.8648675,"(41.8648675, -87.72478029999999)", -87.72478029999999,60623
41.66120799999999,"(41.66120799999999, -87.640973)", -87.640973,60628
41.7957122,"(41.7957122, -87.59386119999999)", -87.59386119999999,60615
41.8507437,"(41.8507437, -87.6316269)", -87.6316269,60616
42.0046431,"(42.0046431, -87.7045938)", -87.7045938,60645
41.9432061,"(41.9432061, -87.762451)", -87.762451,60641
41.8970977,"(41.8970977, -87.6885334)", -87.6885334,60622
41.6863447,"(41.6863447, -87.61319950000001)", -87.61319950000001,60628
41.9076355,"(41.9076355, -87.7596148)", -87.7596148,60651
41.7254553,"(41.7254553, -87.67451980000001)", -87.67451980000001,60643
41.8285967,"(41.8285967, -87.6059032)", -87.6059032,60653
41.8597919,"(41.8597919, -87.7091286)", -87.7091286,60623
41.8016594,"(41.8016594, -87.6858604)", -87.6858604,60632
41.9146158,"(41.9146158, -87.6775729)", -87.6775729,60647
41.748439,"(41.748439, -87.66944339999999)", -87.66944339999999,60620
41.8828423,"(41.8828423, -87.7654124)", -87.7654124,60644
41.8730337,"(41.8730337, -87.6854996)", -87.6854996,60612
41.96367739999999,"(41.96367739999999, -87.64931589999999)", -87.64931589999999,60640
41.8678731,"(41.8678731, -87.769894)", -87.769894,60644
41.8767224,"(41.8767224, -87.740962)", -87.740962,60644
41.9433816,"(41.9433816, -87.6946043)", -87.6946043,60618
41.8724677,"(41.8724677, -87.7526627)", -87.7526627,60644
41.65469340000001,"(41.65469340000001, -87.5440749)", -87.5440749,60633
41.9033448,"(41.9033448, -87.685932)", -87.685932,60622
41.9026168,"(41.9026168, -87.68612949999999)", -87.68612949999999,60622
41.9516981,"(41.9516981, -87.7059151)", -87.7059151,60618
41.9931865,"(41.9931865, -87.6982638)", -87.6982638,60659
41.6929416,"(41.6929416, -87.6807159)", -87.6807159,60643
41.921982,"(41.921982, -87.66321099999999)", -87.66321099999999,60614
41.9129985,"(41.9129985, -87.6524106)", -87.6524106,60614
41.9834901,"(41.9834901, -87.66135100000001)", -87.66135100000001,60640
